VID_ID,DS_CAT,DS_CAT_NAME,FRAME_S1,FRAME_S2,FRAME_AC,SCORE,FRAME_AC_PROMPT,FILENAME
0aOB9ZoLBeg,0,apple,2,31,11,0.68257666,"a person is cutting an apple with a knife",results4/states_0/0683_0aOB9ZoLBeg.jpg
0aOB9ZoLBeg,0,apple,2,31,10,0.9029165,"a person cutting an apple with a knife on a green cutting board",results6/states_0/0903_0aOB9ZoLBeg.jpg
0aOB9ZoLBeg,0,apple,2,31,12,0.60918295,"a person is cutting an apple with a knife",results7/states_0/0609_0aOB9ZoLBeg.jpg
0aOB9ZoLBeg,0,apple,2,60,11,0.88251346,"a person is cutting an apple with a knife",results8/states_0/0883_0aOB9ZoLBeg.jpg
0a_rhvGdEGE,0,apple,8,30,24,0.94497883,"a man is cutting an apple with the words following the contour of the apple",results3/states_0/0945_0a_rhvGdEGE.jpg
0a_rhvGdEGE,0,apple,14,30,24,0.5383012,"a man is cutting an apple with the words following the contour of the apple",results4/states_0/0538_0a_rhvGdEGE.jpg
0a_rhvGdEGE,0,apple,15,36,24,0.6451271,"a man is cutting an apple with the words following the contour of the apple",results7/states_0/0645_0a_rhvGdEGE.jpg
0a_rhvGdEGE,0,apple,7,36,27,0.82466793,"a person is cutting an apple with a knife",results8/states_0/0825_0a_rhvGdEGE.jpg
0f0NLRpbH5k,0,apple,5,60,16,0.7865625,"a person slicing an apple on a cutting board",results/states_0/0787_0f0NLRpbH5k.jpg
0f0NLRpbH5k,0,apple,13,61,15,0.86925906,"a person is slicing an apple with a knife",results6/states_0/0869_0f0NLRpbH5k.jpg
0f0NLRpbH5k,0,apple,13,61,15,0.62709963,"a person is slicing an apple with a knife",results7/states_0/0627_0f0NLRpbH5k.jpg
18qvJvm2VgA,0,apple,27,113,79,0.88252866,"a man slicing an apple in a kitchen",results/states_0/0883_18qvJvm2VgA.jpg
18qvJvm2VgA,0,apple,4,113,88,0.9650503,"a man cutting an apple in a kitchen",results10/states_0/0965_18qvJvm2VgA.jpg
18qvJvm2VgA,0,apple,27,111,83,0.9415632,"a man cutting an apple in a kitchen",results2/states_0/0942_18qvJvm2VgA.jpg
18qvJvm2VgA,0,apple,12,111,83,0.9791316,"a man cutting an apple in a kitchen",results3/states_0/0979_18qvJvm2VgA.jpg
18qvJvm2VgA,0,apple,39,113,84,0.7337411,"a man cutting an apple in a kitchen",results4/states_0/0734_18qvJvm2VgA.jpg
18qvJvm2VgA,0,apple,39,111,80,0.9764629,"a man cutting an apple in a kitchen",results5/states_0/0976_18qvJvm2VgA.jpg
18qvJvm2VgA,0,apple,2,113,88,0.8852109,"a man cutting an apple in a kitchen",results6/states_0/0885_18qvJvm2VgA.jpg
18qvJvm2VgA,0,apple,30,119,79,0.76733345,"a man slicing an apple in a kitchen",results7/states_0/0767_18qvJvm2VgA.jpg
18qvJvm2VgA,0,apple,7,119,88,0.88496804,"a man cutting an apple in a kitchen",results8/states_0/0885_18qvJvm2VgA.jpg
18qvJvm2VgA,0,apple,4,114,88,0.9658682,"a man cutting an apple in a kitchen",results9/states_0/0966_18qvJvm2VgA.jpg
1KtGiB5JXR4,0,apple,144,205,164,0.95628214,"a woman is getting her hair cut in a salon",results10/states_0/0956_1KtGiB5JXR4.jpg
1KtGiB5JXR4,0,apple,144,223,161,0.822584,"a woman is blow drying her hair in a salon",results8/states_0/0823_1KtGiB5JXR4.jpg
1hgihNZzIo0,0,apple,43,76,62,0.90345305,"a woman is slicing an apple on a counter",results/states_0/0903_1hgihNZzIo0.jpg
1hgihNZzIo0,0,apple,23,76,49,0.98752046,"a woman is squeezing an apple into a bowl",results10/states_0/0988_1hgihNZzIo0.jpg
1hgihNZzIo0,0,apple,38,76,62,0.9914325,"a woman is slicing an apple on a counter",results11/states_0/0991_1hgihNZzIo0.jpg
1hgihNZzIo0,0,apple,43,77,61,0.955819,"a woman is slicing an apple on a counter",results2/states_0/0956_1hgihNZzIo0.jpg
1hgihNZzIo0,0,apple,23,77,63,0.97734076,"a woman is slicing an apple in a bowl",results3/states_0/0977_1hgihNZzIo0.jpg
1hgihNZzIo0,0,apple,44,72,61,0.68611026,"a woman is slicing an apple on a counter",results4/states_0/0686_1hgihNZzIo0.jpg
1hgihNZzIo0,0,apple,5,77,61,0.9790869,"a woman is slicing an apple on a counter",results5/states_0/0979_1hgihNZzIo0.jpg
1hgihNZzIo0,0,apple,43,72,49,0.8690132,"a woman is squeezing an apple into a bowl",results6/states_0/0869_1hgihNZzIo0.jpg
1hgihNZzIo0,0,apple,43,76,61,0.7099359,"a woman is slicing an apple on a counter",results7/states_0/0710_1hgihNZzIo0.jpg
1hgihNZzIo0,0,apple,23,72,62,0.9629273,"a woman is slicing an apple on a counter",results8/states_0/0963_1hgihNZzIo0.jpg
1hgihNZzIo0,0,apple,25,72,62,0.9847217,"a woman is slicing an apple on a counter",results9/states_0/0985_1hgihNZzIo0.jpg
20fyDpMpt_w,0,apple,111,177,156,0.85686046,"a man holding an apple in his hands",results/states_0/0857_20fyDpMpt_w.jpg
20fyDpMpt_w,0,apple,25,167,156,0.6049187,"a man holding an apple in his hands",results7/states_0/0605_20fyDpMpt_w.jpg
20fyDpMpt_w,0,apple,71,165,94,0.9534094,"a man sitting on a chair with a red ball in his hand",results9/states_0/0953_20fyDpMpt_w.jpg
26qpwYmrGgA,0,apple,0,8,6,0.98401314,"a man holding a peach in his hand",results11/states_0/0984_26qpwYmrGgA.jpg
28FryKFFCg0,0,apple,0,29,9,0.80748796,"a person cutting an apple with a knife",results/states_0/0807_28FryKFFCg0.jpg
28FryKFFCg0,0,apple,0,29,14,0.9572009,"a person is cutting an apple with a knife",results3/states_0/0957_28FryKFFCg0.jpg
28FryKFFCg0,0,apple,0,29,14,0.6019682,"a person is cutting an apple with a knife",results4/states_0/0602_28FryKFFCg0.jpg
28FryKFFCg0,0,apple,0,36,28,0.8243332,"a person is cutting an apple with a knife",results6/states_0/0824_28FryKFFCg0.jpg
28FryKFFCg0,0,apple,0,36,26,0.59225583,"a person is cutting an apple with a knife",results7/states_0/0592_28FryKFFCg0.jpg
2Fna63KIpo0,0,apple,21,331,181,0.9778101,"a person is cutting open a durian fruit",results10/states_0/0978_2Fna63KIpo0.jpg
2GSbab2PExg,0,apple,0,13,3,0.98693097,"a 3d image of an apple with a spoon in it",results10/states_0/0987_2GSbab2PExg.jpg
2GSbab2PExg,0,apple,0,13,3,0.99318635,"a 3d image of an apple with a spoon in it",results11/states_0/0993_2GSbab2PExg.jpg
2GSbab2PExg,0,apple,0,15,4,0.98630214,"a 3d image of an apple with a star on it",results5/states_0/0986_2GSbab2PExg.jpg
2GSbab2PExg,0,apple,0,13,3,0.986071,"a 3d image of an apple with a spoon in it",results9/states_0/0986_2GSbab2PExg.jpg
2doPYsnLrz0,0,apple,9,170,18,0.8718143,"a woman slicing an apple on a cutting board",results/states_0/0872_2doPYsnLrz0.jpg
2doPYsnLrz0,0,apple,2,158,12,0.882006,"a person slicing an apple on a cutting board",results2/states_0/0882_2doPYsnLrz0.jpg
2doPYsnLrz0,0,apple,21,166,137,0.82203174,"a woman slicing an apple on a cutting board",results6/states_0/0822_2doPYsnLrz0.jpg
2doPYsnLrz0,0,apple,9,165,137,0.85169166,"a woman slicing an apple on a cutting board",results8/states_0/0852_2doPYsnLrz0.jpg
2gQYivaDXW0,0,apple,57,92,74,0.8528715,"a woman is using a drill in a kitchen",results/states_0/0853_2gQYivaDXW0.jpg
2gQYivaDXW0,0,apple,6,94,74,0.9057903,"a woman is using a drill in a kitchen",results2/states_0/0906_2gQYivaDXW0.jpg
2gQYivaDXW0,0,apple,39,92,85,0.5564174,"a woman using a drill in a kitchen",results4/states_0/0556_2gQYivaDXW0.jpg
2gQYivaDXW0,0,apple,39,92,74,0.79860544,"a woman is using a drill in a kitchen",results6/states_0/0799_2gQYivaDXW0.jpg
2gQYivaDXW0,0,apple,39,92,74,0.5361927,"a woman is using a drill in a kitchen",results7/states_0/0536_2gQYivaDXW0.jpg
2izq0W3ufAo,0,apple,51,92,64,0.82735384,"a woman is cutting up a piece of meat",results/states_0/0827_2izq0W3ufAo.jpg
2izq0W3ufAo,0,apple,51,86,64,0.9612241,"a woman is cutting up a piece of meat",results10/states_0/0961_2izq0W3ufAo.jpg
2izq0W3ufAo,0,apple,59,94,64,0.98352665,"a woman is cutting up a piece of meat",results11/states_0/0984_2izq0W3ufAo.jpg
2izq0W3ufAo,0,apple,51,94,64,0.923368,"a woman is cutting up a piece of meat",results2/states_0/0923_2izq0W3ufAo.jpg
2izq0W3ufAo,0,apple,59,94,64,0.9616221,"a woman is cutting up a piece of meat",results3/states_0/0962_2izq0W3ufAo.jpg
2izq0W3ufAo,0,apple,60,95,64,0.55580086,"a woman is cutting up a piece of meat",results4/states_0/0556_2izq0W3ufAo.jpg
2izq0W3ufAo,0,apple,51,86,64,0.97579783,"a woman is cutting up a piece of meat",results5/states_0/0976_2izq0W3ufAo.jpg
2izq0W3ufAo,0,apple,51,86,64,0.7967868,"a woman is cutting up a piece of meat",results6/states_0/0797_2izq0W3ufAo.jpg
2izq0W3ufAo,0,apple,51,94,64,0.90705156,"a woman is cutting up a piece of meat",results8/states_0/0907_2izq0W3ufAo.jpg
2izq0W3ufAo,0,apple,59,94,64,0.96978456,"a woman is cutting up a piece of meat",results9/states_0/0970_2izq0W3ufAo.jpg
2rKJuFnzRLU,0,apple,4,223,20,0.8468214,"a person is slicing fruit on a cutting board",results/states_0/0847_2rKJuFnzRLU.jpg
2rKJuFnzRLU,0,apple,5,253,27,0.9682816,"a child slicing a banana on a cutting board",results10/states_0/0968_2rKJuFnzRLU.jpg
2rKJuFnzRLU,0,apple,5,223,128,0.9795941,"a person slicing fruit on a cutting board",results11/states_0/0980_2rKJuFnzRLU.jpg
2rKJuFnzRLU,0,apple,5,203,24,0.9442422,"a person cutting an apple on a cutting board",results2/states_0/0944_2rKJuFnzRLU.jpg
2rKJuFnzRLU,0,apple,4,231,47,0.9439797,"a person cutting a piece of fruit with a knife",results3/states_0/0944_2rKJuFnzRLU.jpg
2rKJuFnzRLU,0,apple,5,239,114,0.52287227,"a woman is slicing an apple on a cutting board",results7/states_0/0523_2rKJuFnzRLU.jpg
2rKJuFnzRLU,0,apple,5,223,25,0.89836824,"a person is cutting an apple with a knife",results8/states_0/0898_2rKJuFnzRLU.jpg
2rKJuFnzRLU,0,apple,5,223,25,0.9754747,"a person is cutting an apple with a knife",results9/states_0/0975_2rKJuFnzRLU.jpg
2sywFP6JCzM,0,apple,13,54,38,0.5981828,"a chef slicing an apple on a cutting board",results4/states_0/0598_2sywFP6JCzM.jpg
2sywFP6JCzM,0,apple,0,29,4,0.78823084,"a chef slicing an apple on a cutting board",results6/states_0/0788_2sywFP6JCzM.jpg
2wdEGzTvabE,0,apple,23,244,191,0.7765889,"a woman is cutting a mango with a knife",results/states_0/0777_2wdEGzTvabE.jpg
2wdEGzTvabE,0,apple,3,244,119,0.89876974,"a man is cutting mangoes with a knife",results2/states_0/0899_2wdEGzTvabE.jpg
2wdEGzTvabE,0,apple,218,249,230,0.52814585,"a man is peeling bananas at an outdoor market",results7/states_0/0528_2wdEGzTvabE.jpg
2wdEGzTvabE,0,apple,3,244,116,0.8490746,"a man with a knife cutting fruit in a basket",results8/states_0/0849_2wdEGzTvabE.jpg
2xszXkl5fYw,0,apple,11,28,19,0.8186261,"a person slicing an apple on a cutting board",results/states_0/0819_2xszXkl5fYw.jpg
2xszXkl5fYw,0,apple,11,23,17,0.5473466,"a person slicing an apple on a wooden table",results4/states_0/0547_2xszXkl5fYw.jpg
2xszXkl5fYw,0,apple,11,25,19,0.81381404,"a person slicing an apple on a cutting board",results6/states_0/0814_2xszXkl5fYw.jpg
2xszXkl5fYw,0,apple,10,23,17,0.6258029,"a person slicing an apple on a wooden table",results7/states_0/0626_2xszXkl5fYw.jpg
2xszXkl5fYw,0,apple,1,25,19,0.82137465,"a person slicing an apple on a cutting board",results8/states_0/0821_2xszXkl5fYw.jpg
37451nFnLv8,0,apple,5,97,30,0.83051527,"a man is cutting a cake with a child",results/states_0/0831_37451nFnLv8.jpg
37451nFnLv8,0,apple,5,97,58,0.9836856,"a man in a kitchen with a child holding a balloon",results11/states_0/0984_37451nFnLv8.jpg
37451nFnLv8,0,apple,5,100,54,0.93867415,"a man is cutting an apple with a knife",results2/states_0/0939_37451nFnLv8.jpg
37451nFnLv8,0,apple,18,101,32,0.579805,"a man is cutting an apple with a knife",results4/states_0/0580_37451nFnLv8.jpg
37451nFnLv8,0,apple,4,95,30,0.85203016,"a man is helping a young boy make a cake",results6/states_0/0852_37451nFnLv8.jpg
37451nFnLv8,0,apple,5,101,30,0.5956151,"a man is cutting a cake with a child",results7/states_0/0596_37451nFnLv8.jpg
37451nFnLv8,0,apple,14,97,58,0.96348137,"a man in a kitchen with a child holding a bottle",results9/states_0/0963_37451nFnLv8.jpg
3L_9ut14ubA,0,apple,3,28,20,0.8757689,"a person cutting an apple with a knife",results8/states_0/0876_3L_9ut14ubA.jpg
3gQ64KpLZN4,0,apple,3,20,15,0.96301943,"a person is slicing an apple into a spiral shape",results10/states_0/0963_3gQ64KpLZN4.jpg
3gQ64KpLZN4,0,apple,3,19,15,0.9860505,"a person is slicing an apple into a spiral shape",results11/states_0/0986_3gQ64KpLZN4.jpg
3mZuItCPhJs,0,apple,14,66,23,0.96661305,"a person holding up a piece of fruit with the words break staph into halves",results5/states_0/0967_3mZuItCPhJs.jpg
3tNoGjTxHuw,0,apple,122,302,151,0.85270244,"a person slicing an apple on a cutting board",results/states_0/0853_3tNoGjTxHuw.jpg
3tNoGjTxHuw,0,apple,127,313,150,0.9635971,"a man slicing an apple on a cutting board",results10/states_0/0964_3tNoGjTxHuw.jpg
3tNoGjTxHuw,0,apple,41,279,152,0.9588526,"a man slicing an apple on a cutting board",results3/states_0/0959_3tNoGjTxHuw.jpg
3tNoGjTxHuw,0,apple,134,299,156,0.7385887,"a man slicing an apple on a cutting board",results4/states_0/0739_3tNoGjTxHuw.jpg
3tNoGjTxHuw,0,apple,133,299,181,0.85715425,"a man slicing an apple on a cutting board",results6/states_0/0857_3tNoGjTxHuw.jpg
3tNoGjTxHuw,0,apple,122,305,194,0.58734244,"a man slicing an apple on a cutting board",results7/states_0/0587_3tNoGjTxHuw.jpg
3tNoGjTxHuw,0,apple,127,283,152,0.91515386,"a man slicing an apple on a cutting board",results8/states_0/0915_3tNoGjTxHuw.jpg
3x0ZZ3Y6FUI,0,apple,0,51,9,0.8289675,"a person slicing an apple with a knife on a cutting board",results/states_0/0829_3x0ZZ3Y6FUI.jpg
3x0ZZ3Y6FUI,0,apple,0,50,24,0.7710064,"a person slicing a cucumber on a cutting board",results6/states_0/0771_3x0ZZ3Y6FUI.jpg
3x0ZZ3Y6FUI,0,apple,0,50,24,0.8467653,"a person slicing a cucumber on a cutting board",results8/states_0/0847_3x0ZZ3Y6FUI.jpg
4Fx_DoQbX1M,0,apple,1,77,40,0.90403205,"a person is cutting an apple with a knife",results/states_0/0904_4Fx_DoQbX1M.jpg
4Fx_DoQbX1M,0,apple,0,81,37,0.9848217,"a person is cutting an apple with a knife",results10/states_0/0985_4Fx_DoQbX1M.jpg
4Fx_DoQbX1M,0,apple,1,68,37,0.9858549,"a person is cutting an apple with a knife",results11/states_0/0986_4Fx_DoQbX1M.jpg
4Fx_DoQbX1M,0,apple,1,81,40,0.94845724,"a person is cutting an apple with a knife",results2/states_0/0948_4Fx_DoQbX1M.jpg
4Fx_DoQbX1M,0,apple,3,82,45,0.96713865,"a person is cutting an apple with a knife",results3/states_0/0967_4Fx_DoQbX1M.jpg
4Fx_DoQbX1M,0,apple,5,59,45,0.68723035,"a person is cutting an apple with a knife",results4/states_0/0687_4Fx_DoQbX1M.jpg
4Fx_DoQbX1M,0,apple,1,60,36,0.9848278,"a person is cutting an apple with a knife",results5/states_0/0985_4Fx_DoQbX1M.jpg
4Fx_DoQbX1M,0,apple,25,81,44,0.88563156,"a person is cutting an apple with a knife",results6/states_0/0886_4Fx_DoQbX1M.jpg
4Fx_DoQbX1M,0,apple,8,68,39,0.68195474,"a person is cutting an apple with a knife",results7/states_0/0682_4Fx_DoQbX1M.jpg
4Fx_DoQbX1M,0,apple,0,67,33,0.8789414,"a person slicing an apple into a plastic container",results8/states_0/0879_4Fx_DoQbX1M.jpg
4Fx_DoQbX1M,0,apple,1,81,44,0.97623587,"a person is cutting an apple with a knife",results9/states_0/0976_4Fx_DoQbX1M.jpg
4guSPVpvyjM,0,apple,12,101,55,0.8656049,"a man is using a drill to cut apples",results/states_0/0866_4guSPVpvyjM.jpg
4guSPVpvyjM,0,apple,12,101,54,0.9756582,"a man is cutting apples with a drill",results10/states_0/0976_4guSPVpvyjM.jpg
4guSPVpvyjM,0,apple,29,101,55,0.9893506,"a man is using a drill to cut apples",results11/states_0/0989_4guSPVpvyjM.jpg
4guSPVpvyjM,0,apple,12,103,94,0.9567737,"a man slicing apples with a knife on a plate",results2/states_0/0957_4guSPVpvyjM.jpg
4guSPVpvyjM,0,apple,12,101,94,0.9746513,"a man slicing apples with a knife on a plate",results3/states_0/0975_4guSPVpvyjM.jpg
4guSPVpvyjM,0,apple,12,103,52,0.6243247,"a man using a drill to cut apples",results4/states_0/0624_4guSPVpvyjM.jpg
4guSPVpvyjM,0,apple,15,104,94,0.9866019,"a man slicing apples with a knife on a plate",results5/states_0/0987_4guSPVpvyjM.jpg
4guSPVpvyjM,0,apple,12,103,54,0.8853402,"a man is cutting apples with a drill",results6/states_0/0885_4guSPVpvyjM.jpg
4guSPVpvyjM,0,apple,12,101,54,0.7341311,"a man is cutting apples with a drill",results7/states_0/0734_4guSPVpvyjM.jpg
4guSPVpvyjM,0,apple,30,101,55,0.9395962,"a man is using a drill to cut apples",results8/states_0/0940_4guSPVpvyjM.jpg
4guSPVpvyjM,0,apple,12,103,52,0.98612666,"a man using a drill to cut apples",results9/states_0/0986_4guSPVpvyjM.jpg
4xeiO7Pcqow,0,apple,41,81,55,0.88629484,"a person cutting an apple with a knife on a cutting board",results/states_0/0886_4xeiO7Pcqow.jpg
